# gene	views	view_rank
ISCU	5	2774
PDE9A	5	2775
HK3	5	2776
OGDH	5	2777
BRIP1	5	2778
DIRAS3	5	2779
COL5A1	5	2780
CXCL14	5	2781
FPGS	5	2782
GMPPB	5	2783
APELA	5	2784
FCAR	5	2785
RNLS	5	2786
TDO2	5	2787
HBE1	5	2788
PFKM	5	2789
COLEC10	5	2790
AMPD1	5	2791
SCG2	5	2792
CEACAM3	5	2793
MYRF	5	2794
BCO1	5	2795
TRIM5	5	2796
SPAST	5	2797
FHL1	5	2798
AK2	5	2799
CCL13	5	2800
BMP1	5	2801
APOA1	5	2802
LACRT	5	2803
COL14A1	5	2804
CACNA1A	5	2805
SDHC	5	2806
CAMK2D	5	2807
CBFA2T3	5	2808
TRPM1	5	2809
SRD5A2	5	2810
SERPINB5	5	2811
MLPH	5	2812
CAPS	5	2813
CA4	5	2814
ARNTL2	5	2815
PRKCD	5	2816
KRT14	5	2817
CKS1B	5	2818
CISH	5	2819
SUFU	5	2820
CKB	5	2821
CLIC2	5	2822
DSTN	5	2823
C1R	5	2824
PARP4	5	2825
CTNND1	5	2826
ADH1C	5	2827
SCD	5	2828
IL1A	5	2829
C6	5	2830
CLDN4	5	2831
CRYBB2	5	2832
CRABP1	5	2833
ACTC1	5	2834
ADCY2	5	2835
A1BG	5	2836
ACTG2	5	2837
CDH17	5	2838
MS4A3	5	2839
EIF4G2	5	2840
FUCA1	5	2841
ASPH	5	2842
ATOX1	5	2843
ASCL2	5	2844
BMP7	5	2845
LMNB2	5	2846
LTA4H	5	2847
H1-4	5	2848
ALOX12B	5	2849
ADGRA2	5	2850
FGFR4	5	2851
BMP5	5	2852
ATP6V0C	5	2853
CYP26A1	5	2854
ATP6V1A	5	2855
ATP1B3	5	2856
BMP6	5	2857
BMP3	5	2858
FYB1	5	2859
GABRD	5	2860
BCL9	5	2861
BLK	5	2862
DSC1	5	2863
DNASE1L3	5	2864
BCL2L2	5	2865
DMP1	5	2866
BARD1	5	2867
DIO3	5	2868
DLG1	5	2869
DIAPH1	5	2870
BDH1	5	2871
GSTM2	5	2872
EYCL1	5	2873
FABP1	5	2874
LPAR1	5	2875
DUSP1	5	2876
EFNA1	5	2877
ENSA	5	2878
EEF1G	5	2879
GDI1	5	2880
IZUMO1	5	2881
GFRA3	5	2882
HDLBP	5	2883
HADH	5	2884
GCLC	5	2885
GJB1	5	2886
GNAO1	5	2887
GLO1	5	2888
AMT	5	2889
DSG3	5	2890
EVC	5	2891
GP5	5	2892
ARAF	5	2893
GOLGB1	5	2894
EPHX2	5	2895
GOLGA2	5	2896
MEF2A	5	2897
MCM7	5	2898
FLII	5	2899
FLNB	5	2900
PSMB4	5	2901
PSMB5	5	2902
PSPH	5	2903
HOXC11	5	2904
ID4	5	2905
ABCD3	5	2906
IGFALS	5	2907
PVT1	5	2908
HSD17B1	5	2909
HSP90AA1	5	2910
HRG	5	2911
IGSF3	5	2912
HPN	5	2913
PORCN	5	2914
TM4SF1	5	2915
PSMB8	5	2916
IFIT2	5	2917
IFIT1	5	2918
BDKRB2	5	2919
ADGRB3	5	2920
HLA-DPB1	5	2921
ASPA	5	2922
CDK3	5	2923
IL13RA2	5	2924
THRA	5	2925
IRF2	5	2926
NR2F2	5	2927
IL12RB2	5	2928
IL13RA1	5	2929
IL12A	5	2930
TDG	5	2931
IL5RA	5	2932
NR2F1	5	2933
PDHX	5	2934
GDF5	5	2935
RAB3A	5	2936
TLE3	5	2937
ITK	5	2938
MOV10	5	2939
MMP19	5	2940
ITPR3	5	2941
JUNB	5	2942
JUND	5	2943
RASA1	5	2944
TIAM1	5	2945
RCVRN	5	2946
ND4	5	2947
RFX1	5	2948
TOP1	5	2949
MT2A	5	2950
GRK1	5	2951
SNCB	5	2952
NDN	5	2953
NDP	5	2954
NDUFS1	5	2955
GNRHR	5	2956
NDUFA9	5	2957
RPS6KA2	5	2958
LRRTM1	5	2959
QSOX1	5	2960
ITGA7	5	2961
LRP6	5	2962
ITIH1	5	2963
SPEG	5	2964
AIP	5	2965
STUB1	5	2966
CLDN6	5	2967
CLEC4C	5	2968
CTBP1	5	2969
HLA-DRB3	5	2970
HOXA10	5	2971
GADD45B	5	2972
MX2	5	2973
MYCL	5	2974
MYO1F	5	2975
MYF6	5	2976
NR2C2	5	2977
TGM1	5	2978
TSN	5	2979
LHX1	5	2980
NDUFV1	5	2981
FADS1	5	2982
CCN3	5	2983
TRDN	5	2984
RLBP1	5	2985
NFASC	5	2986
SFRP2	5	2987
SSPOP	5	2988
SPINK2	5	2989
HAND2	5	2990
AKAP6	5	2991
SPTBN1	5	2992
SNRPN	5	2993
PFKFB4	5	2994
USP8	5	2995
PIGF	5	2996
ERC1	5	2997
OXCT1	5	2998
NCOA4	5	2999
USP5	5	3000
ATG12	5	3001
ORM1	5	3002
OPA1	5	3003
P2RX4	5	3004
OGN	5	3005
QKI	5	3006
NTN1	5	3007
VAPA	5	3008
DEDD	5	3009
BCAR1	5	3010
KIF5A	5	3011
KCNMA1	5	3012
CCL3L1	5	3013
MYO5B	5	3014
TRPM6	5	3015
SMARCD3	5	3016
RAB11B	5	3017
KDM4C	5	3018
PITX3	5	3019
SAT1	5	3020
CLEC11A	5	3021
SMARCC1	5	3022
NTHL1	5	3023
RNH1	5	3024
RPL17	5	3025
NPY1R	5	3026
RPL22	5	3027
NRL	5	3028
HIRA	5	3029
TYRO3	5	3030
AASS	5	3031
AXIN2	5	3032
PKP2	5	3033
UBD	5	3034
PAM	5	3035
AGPAT2	5	3036
PARK3	5	3037
SLCO1B1	5	3038
SORBS1	5	3039
ATG4B	5	3040
PCBP1	5	3041
IGF2BP1	5	3042
PDE4A	5	3043
TBC1D1	5	3044
ADGRL2	5	3045
RECQL4	5	3046
TRIP12	5	3047
TAB1	5	3048
TACC3	5	3049
PRDX3	5	3050
SLC25A12	5	3051
SYNM	5	3052
DNAH11	5	3053
SPARCL1	5	3054
CAP1	5	3055
ST3GAL3	5	3056
SHOX2	5	3057
ENPP3	5	3058
TRIB1	5	3059
VPREB1	5	3060
PMPCB	5	3061
VPS4B	5	3062
BAG4	5	3063
PPP1R3A	5	3064
PPP1CA	5	3065
PPP4C	5	3066
PPP2R5D	5	3067
XRCC5	5	3068
CRB1	5	3069
SIX2	5	3070
IL17RA	5	3071
IL18BP	5	3072
COX17	5	3073
EED	5	3074
WDR45	5	3075
REC8	5	3076
TANK	5	3077
NUP153	5	3078
LHX2	5	3079
GNE	5	3080
STC1	5	3081
ADNP	5	3082
IL18R1	5	3083
PLXNB2	5	3084
EEF2K	5	3085
RAB11A	5	3086
RASGRP1	5	3087
MPDZ	5	3088
NAPA	5	3089
ADAMTS6	5	3090
SSRP1	5	3091
RGS9	5	3092
LEMD3	5	3093
ABCC9	5	3094
EMILIN1	5	3095
TBX3	5	3096
TCP1	5	3097
FANCL	5	3098
PRDX5	5	3099
ATG9A	5	3100
PNKP	5	3101
NPFFR2	5	3102
POU2F3	5	3103
SLC25A37	5	3104
UTS2	5	3105
VNN2	5	3106
DKK3	5	3107
HCAR3	5	3108
KCNH5	5	3109
BCAS1	5	3110
CD177	5	3111
API5	5	3112
GPR132	5	3113
RIMS1	5	3114
RAX	5	3115
GPR158	5	3116
AKAP11	5	3117
PADI2	5	3118
DDX20	5	3119
TXNDC12	5	3120
CCNA1	5	3121
RRN3	5	3122
NLRP1	5	3123
DLL1	5	3124
HES2	5	3125
FBLIM1	5	3126
TDP2	5	3127
ATF5	5	3128
TBL1XR1	5	3129
NSUN2	5	3130
BCOR	5	3131
VWA7	5	3132
LRP1B	5	3133
JPT1	5	3134
WWOX	5	3135
RHOT1	5	3136
LYAR	5	3137
SOX6	5	3138
PNRC2	5	3139
DOCK8	5	3140
FBXW7	5	3141
ANKH	5	3142
NLRP12	5	3143
NDNF	5	3144
G6PC2	5	3145
FBXO11	5	3146
NUBPL	5	3147
HM13	5	3148
CLSPN	5	3149
CRLF2	5	3150
TNMD	5	3151
EME1	5	3152
ABCG5	5	3153
CD300LF	5	3154
CARD9	5	3155
SIGIRR	5	3156
SESN2	5	3157
ITCH	5	3158
COASY	5	3159
ABCG8	5	3160
SCIN	5	3161
CLEC6A	5	3162
SIGLEC10	5	3163
EIF2A	5	3164
ELMO2	5	3165
BACH2	5	3166
RC3H1	5	3167
SHISA4	5	3168
LANCL2	5	3169
MCHR2	5	3170
APOA5	5	3171
LYPD1	5	3172
TET3	5	3173
SLC32A1	5	3174
TRAPPC11	5	3175
APOBEC3A	5	3176
SERPINA9	5	3177
SCGB3A2	5	3178
TMPRSS6	5	3179
CLEC4F	5	3180
FCRL3	5	3181
NOTCH2NLA	5	3182
CDHR3	5	3183
SLC6A19	5	3184
HCN1	5	3185
TAAR6	5	3186
IBD22	5	3187
TRPM2	5	3188
PCTP	5	3189
DNAJB6	5	3190
EPHA3	5	3191
AGA	5	3192
CTPS1	5	3193
TXNIP	4	3194
GDA	4	3195
AKR1A1	4	3196
SCX	4	3197
TIE1	4	3198
PAK2	4	3199
MEST	4	3200
EBP	4	3201
SAG	4	3202
DEFA5	4	3203
LIPG	4	3204
MAGEA3	4	3205
SLC23A1	4	3206
SLC19A1	4	3207
TAF1A	4	3208
PDGFA	4	3209
SMURF2	4	3210
PLA2R1	4	3211
S100A7	4	3212
SLC25A10	4	3213
CEACAM6	4	3214
FITM2	4	3215
CCL28	4	3216
SEC61G	4	3217
CRACDL	4	3218
H1-0	4	3219
ERCC3	4	3220
ST6GAL1	4	3221
TRPC3	4	3222
RHOB	4	3223
ARF6	4	3224
TRPC5	4	3225
CALM2	4	3226
GARS1	4	3227
CAPG	4	3228
NR1D2	4	3229
KRT6A	4	3230
TBX19	4	3231
KRT9	4	3232
CD5L	4	3233
TRPV5	4	3234
KRT3	4	3235
FGF16	4	3236
CNGA1	4	3237
CHUK	4	3238
CLTC	4	3239
CHRNA3	4	3240
CLCNKB	4	3241
CHD4	4	3242
CLCN1	4	3243
BGN	4	3244
COQ7	4	3245
ADCYAP1R1	4	3246
SERPIND1	4	3247
GDF9	4	3248
CHN2	4	3249
CST1	4	3250
CRHBP	4	3251
SP1	4	3252
COX7B	4	3253
COX6C	4	3254
CRKL	4	3255
MAP3K8	4	3256
CPA3	4	3257
ACP1	4	3258
ACAT2	4	3259
NAT1	4	3260
CDH4	4	3261
CENPE	4	3262
CGB3	4	3263
CEACAM7	4	3264
CDH3	4	3265
ADCY3	4	3266
PHOX2B	4	3267
EIF4A1	4	3268
LNPEP	4	3269
CELSR2	4	3270
KCNA1	4	3271
EFNA4	4	3272
EFNB3	4	3273
AOAH	4	3274
ARR3	4	3275
ANXA7	4	3276
CAV3	4	3277
AMBN	4	3278
AEBP1	4	3279
HTRA2	4	3280
GLTP	4	3281
GRK3	4	3282
ANK1	4	3283
AMY2B	4	3284
ALPG	4	3285
ALAS1	4	3286
IL36G	4	3287
ATP2A1	4	3288
CYC1	4	3289
DCTN1	4	3290
ATP5F1D	4	3291
ATP5PB	4	3292
DAZL	4	3293
DHX9	4	3294
GAS1	4	3295
FUT2	4	3296
GAD2	4	3297
GABRA1	4	3298
BST1	4	3299
DOCK2	4	3300
BCL3	4	3301
DLG2	4	3302
BUB1	4	3303
MARK3	4	3304
FGL1	4	3305
FHIT	4	3306
MARS1	4	3307
FBLN1	4	3308
FGF12	4	3309
FBP1	4	3310
FGR	4	3311
FANCG	4	3312
EEF1A2	4	3313
TSC22D3	4	3314
DUSP2	4	3315
ENO3	4	3316
GATA4	4	3317
KAT2A	4	3318
EMP3	4	3319
H1-2	4	3320
ETFDH	4	3321
GLI4	4	3322
AMBP	4	3323
GLB1	4	3324
HADHA	4	3325
GNB3	4	3326
ETV4	4	3327
ERF	4	3328
GOT1	4	3329
EPRS1	4	3330
ACADL	4	3331
ACADS	4	3332
MAPK9	4	3333
FMO2	4	3334
MDM4	4	3335
ME1	4	3336
PSMA4	4	3337
PSG5	4	3338
HOXC12	4	3339
HOXB8	4	3340
PSMD2	4	3341
PRODH	4	3342
RAP1A	4	3343
HTR3A	4	3344
IGHG1	4	3345
PURB	4	3346
HSP90AB1	4	3347
MLLT3	4	3348
PDIA3	4	3349
PEX5	4	3350
PRLHR	4	3351
GRK5	4	3352
MAFG	4	3353
PCDH11Y	4	3354
MGAT2	4	3355
MICB	4	3356
IDH3B	4	3357
CTAGE5	4	3358
HSD3B1	4	3359
ABCB5	4	3360
MELTF	4	3361
IFIT3	4	3362
TBX20	4	3363
HLA-DMA	4	3364
UCP3	4	3365
ILF3	4	3366
INCENP	4	3367
TFDP1	4	3368
TEAD3	4	3369
TDGF1	4	3370
RAD9A	4	3371
GDF2	4	3372
MOS	4	3373
RBBP8	4	3374
RAB4A	4	3375
MAP4K2	4	3376
KCNJ11	4	3377
ITPR1	4	3378
TLN1	4	3379
RBP3	4	3380
SKI	4	3381
PHEX	4	3382
TNNC1	4	3383
BMPR1B	4	3384
RAMP2	4	3385
HADHB	4	3386
RAMP1	4	3387
MSX1	4	3388
MT1F	4	3389
RPN1	4	3390
SNCG	4	3391
NMBR	4	3392
NAGLU	4	3393
NDUFB8	4	3394
CTSH	4	3395
PTH2R	4	3396
ITGA9	4	3397
LPP	4	3398
AMELX	4	3399
CSNK1A1	4	3400
HNRNPD	4	3401
PTMS	4	3402
OCRL	4	3403
LTBP2	4	3404
CNOT3	4	3405
GPRC5A	4	3406
KALRN	4	3407
BAZ1B	4	3408
LDB2	4	3409
CD180	4	3410
UBE2M	4	3411
NKX6-1	4	3412
CA6	4	3413
HLA-F	4	3414
FOXA3	4	3415
FUT1	4	3416
HOXA11	4	3417
CA3	4	3418
HLA-DQB2	4	3419
HLA-DQA2	4	3420
DAB1	4	3421
TRIM37	4	3422
MT3	4	3423
TPSAB1	4	3424
TPI1	4	3425
NR5A2	4	3426
CDK9	4	3427
FGD1	4	3428
LASP1	4	3429
LIG4	4	3430
PSAP	4	3431
SFTPD	4	3432
LGALS8	4	3433
LIG1	4	3434
NEK2	4	3435
LAMB3	4	3436
GAB2	4	3437
NKX2-2	4	3438
NKG7	4	3439
NOTCH4	4	3440
SIRPB1	4	3441
PUM1	4	3442
RPL5	4	3443
PHF8	4	3444
TMEM63A	4	3445
EDEM1	4	3446
SOX5	4	3447
SPG7	4	3448
RACK1	4	3449
PEG3	4	3450
TUBA1B	4	3451
S100A6	4	3452
S100A2	4	3453
KPNB1	4	3454
MYT1L	4	3455
SERPINB9	4	3456
KIR2DL1	4	3457
KLK2	4	3458
KIR3DL2	4	3459
BABAM2	4	3460
MON2	4	3461
P2RX3	4	3462
OTX1	4	3463
IFT88	4	3464
MTA2	4	3465
EIF4A3	4	3466
USP2	4	3467
KCNJ3	4	3468
POLR1C	4	3469
KCNK1	4	3470
KCND2	4	3471
VPS26A	4	3472
UNC119	4	3473
LATS1	4	3474
MACROH2A1	4	3475
KIF5C	4	3476
NEUROG1	4	3477
MYO10	4	3478
MYL1	4	3479
SCN2A	4	3480
SLC22A3	4	3481
SLC22A4	4	3482
NCOA2	4	3483
SMARCA1	4	3484
NACA	4	3485
NFKBIE	4	3486
SCN3A	4	3487
NR2F6	4	3488
SATB1	4	3489
EIF5B	4	3490
SLC22A1	4	3491
NPTX2	4	3492
NUMA1	4	3493
TUBA3C	4	3494
ZRSR2	4	3495
TUBB2A	4	3496
HEY1	4	3497
P2RY6	4	3498
NPTXR	4	3499
P2RY2	4	3500
ICMT	4	3501
PCBD1	4	3502
PCDH1	4	3503
ATP11B	4	3504
IGF2BP3	4	3505
SIK2	4	3506
VIL1	4	3507
EIF3F	4	3508
WWC1	4	3509
KDELR1	4	3510
DDX17	4	3511
CLASP1	4	3512
SIX3	4	3513
CDC7	4	3514
SIAH1	4	3515
MELK	4	3516
CKAP5	4	3517
SLC6A6	4	3518
UGT2B10	4	3519
ARHGEF11	4	3520
DNAJC6	4	3521
SLC1A4	4	3522
TAAR2	4	3523
POU3F2	4	3524
CAMTA1	4	3525
POU3F1	4	3526
IFITM3	4	3527
PRMT5	4	3528
STAMBP	4	3529
VIPR1	4	3530
VRK1	4	3531
SPTLC2	4	3532
FXR2	4	3533
TRIM16	4	3534
DOCK9	4	3535
CLEC2D	4	3536
GNA13	4	3537
SMG5	4	3538
ELMO1	4	3539
RCAN2	4	3540
SLC6A12	4	3541
GRAP	4	3542
AHCYL1	4	3543
PKN1	4	3544
PRKCH	4	3545
QPCT	4	3546
SLBP	4	3547
HUWE1	4	3548
ST8SIA4	4	3549
PQBP1	4	3550
IL1RAPL1	4	3551
SEMA3B	4	3552
CTSF	4	3553
DMC1	4	3554
CLEC2B	4	3555
PXDN	4	3556
STK4	4	3557
CDC42BPA	4	3558
PTP4A1	4	3559
LRP8	4	3560
SMARCA5	4	3561
STAT2	4	3562
BTG2	4	3563
TLK2	4	3564
FSTL1	4	3565
STAP1	4	3566
FGF17	4	3567
YWHAE	4	3568
SNX10	4	3569
PLK4	4	3570
TRA2A	4	3571
YWHAH	4	3572
PRKAA1	4	3573
YME1L1	4	3574
NRG3	4	3575
WNT8A	4	3576
PRKACB	4	3577
WNT7A	4	3578
TSPAN2	4	3579
PSCA	4	3580
SEM1	4	3581
PREB	4	3582
SGK2	4	3583
RNF31	4	3584
OPN3	4	3585
CERK	4	3586
TNFRSF10D	4	3587
RBM15	4	3588
CLEC5A	4	3589
SRD5A1	4	3590
CLDN15	4	3591
TBL1X	4	3592
SLC17A3	4	3593
ESM1	4	3594
FAF1	4	3595
CNTN2	4	3596
ZDHHC4	4	3597
VAMP1	4	3598
LMOD1	4	3599
NCLN	4	3600
SRCAP	4	3601
WNK4	4	3602
ADAM28	4	3603
CA10	4	3604
FAN1	4	3605
MMRN1	4	3606
SLC17A6	4	3607
KCNK9	4	3608
CYREN	4	3609
FAM20C	4	3610
CHRNA10	4	3611
CFLAR	4	3612
AKAP4	4	3613
FCGBP	4	3614
VNN1	4	3615
PACS1	4	3616
CDK10	4	3617
KDM2A	4	3618
CEP152	4	3619
NXPH1	4	3620
KIDINS220	4	3621
CHRNA6	4	3622
TNFRSF12A	4	3623
ITGA8	4	3624
PDSS2	4	3625
SEC63	4	3626
IRAK3	4	3627
FOXH1	4	3628
AGO2	4	3629
HHAT	4	3630
BIRC6	4	3631
KCNK10	4	3632
ADGRL1	4	3633
NLGN3	4	3634
TBC1D24	4	3635
GJD2	4	3636
VN1R1	4	3637
TIPARP	4	3638
NCEH1	4	3639
UGT1A10	4	3640
UGT1A6	4	3641
UFM1	4	3642
ZXDC	4	3643
DDIT4	4	3644
PREX1	4	3645
SAMD9	4	3646
DCHS2	4	3647
MLH3	4	3648
DPP8	4	3649
CDC73	4	3650
CDKAL1	4	3651
FIS1	4	3652
NTM	4	3653
GLRX2	4	3654
CYB5R1	4	3655
PDE11A	4	3656
GPRC5B	4	3657
L2HGDH	4	3658
SIGLEC7	4	3659
SNRK	4	3660
PGPEP1	4	3661
PGAP1	4	3662
ZC3HAV1	4	3663
INTS6	4	3664
LGR4	4	3665
MCM10	4	3666
PARL	4	3667
ITLN1	4	3668
TNFRSF19	4	3669
STAB2	4	3670
TAS2R1	4	3671
BMP2K	4	3672
IGK	4	3673
TRAT1	4	3674
HP1BP3	4	3675
AMN	4	3676
PARD3	4	3677
KCNQ5	4	3678
TMX4	4	3679
HIPK2	4	3680
LMOD3	4	3681
METTL14	4	3682
TUT7	4	3683
VTCN1	4	3684
GBA2	4	3685
NEIL1	4	3686
EPC1	4	3687
MYO15A	4	3688
GPR87	4	3689
MESP2	4	3690
TANGO2	4	3691
ROBO3	4	3692
IL22RA1	4	3693
AIFM2	4	3694
PAG1	4	3695
ZP4	4	3696
HMCN1	4	3697
TTBK1	4	3698
MESP1	4	3699
FERMT3	4	3700
NAA15	4	3701
OR6P1	4	3702
MAF1	4	3703
NOTUM	4	3704
MASTL	4	3705
NAV2	4	3706
HR	4	3707
STEAP3	4	3708
IRX1	4	3709
POLK	4	3710
SNX9	4	3711
PRKAG2	4	3712
DDX41	4	3713
TAS2R46	4	3714
EPGN	4	3715
ANTXR2	4	3716
SULF2	4	3717
APOM	4	3718
GLB1L3	4	3719
MAL2	4	3720
GRIN3A	4	3721
CRTC2	4	3722
SLC16A9	4	3723
OSCAR	4	3724
CGAS	4	3725
BPIFB4	4	3726
MRGPRX1	4	3727
SPRED1	4	3728
DNAAF4	4	3729
GPR152	4	3730
CAVIN1	4	3731
ENDOV	4	3732
IRGM	4	3733
JAZF1	4	3734
RTL1	4	3735
OR5A1	4	3736
BRAT1	4	3737
RXFP4	4	3738
PRICKLE1	4	3739
ACOT1	4	3740
ZACN	4	3741
BLOC1S2	4	3742
NPS	4	3743
CA13	4	3744
PLIN4	4	3745
FOXO6	4	3746
HIBADH	4	3747
KIAA0895	4	3748
EPHB2	4	3749
TOM1	4	3750
SNHG14	4	3751
DLX6	3	3752
FRMPD4	3	3753
NPVF	3	3754
MATR3	3	3755
NCR2	3	3756
UGDH	3	3757
NCALD	3	3758
PNMA2	3	3759
FGF18	3	3760
SYNPO	3	3761
CD72	3	3762
COL6A3	3	3763
WNT16	3	3764
CYP2R1	3	3765
ANKRD35	3	3766
ATP2A2	3	3767
ICAM3	3	3768
TCAP	3	3769
GSTO1	3	3770
CCL14	3	3771
SEC61B	3	3772
PLTP	3	3773
MTARC1	3	3774
SLC5A6	3	3775
HACE1	3	3776
FDX2	3	3777
FCGR3B	3	3778
COL4A5	3	3779
GIT1	3	3780
PPBP	3	3781
DHCR24	3	3782
COL4A2	3	3783
METRNL	3	3784
ECE1	3	3785
INPP5E	3	3786
FKTN	3	3787
CASP5	3	3788
SLC19A2	3	3789
BAHD1	3	3790
CT83	3	3791
TRPC1	3	3792
PDK1	3	3793
TUFT1	3	3794
COX2	3	3795
UTS2R	3	3796
ADGRE3	3	3797
BACE2	3	3798
PAFAH1B1	3	3799
CALM1	3	3800
NPAS2	3	3801
CSNK1D	3	3802
CA8	3	3803
CD3G	3	3804
TLR10	3	3805
CBR3	3	3806
ATN1	3	3807
ACKR2	3	3808
CLCN4	3	3809
ERCC8	3	3810
DPYS	3	3811
Nucleoporin 210kDa	3	3812
COX5B	3	3813
CLC	3	3814
CLTB	3	3815
CLIC1	3	3816
CLCNKA	3	3817
CLN5	3	3818
CMA1	3	3819
CHKA	3	3820
CLK2	3	3821
ADH5	3	3822
DCDC2	3	3823
ADD1	3	3824
CTNNA1	3	3825
CST6	3	3826
ATP1A3	3	3827
ADAMTS2	3	3828
TBXT	3	3829
CSRP1	3	3830
ADH4	3	3831
CUX1	3	3832
CSNK2A2	3	3833
COX7C	3	3834
COX6A1	3	3835
CRYZ	3	3836
CRABP2	3	3837
CRYM	3	3838
ALOX5AP	3	3839
AVPR1B	3	3840
CRX	3	3841
CENPF	3	3842
ADAM8	3	3843
ABL2	3	3844
ADCY5	3	3845
CDC25C	3	3846
CDX4	3	3847
ENTPD2	3	3848
CDKN2D	3	3849
CEBPD	3	3850
CDC27	3	3851
EIF5	3	3852
EFNB1	3	3853
EIF5A	3	3854
SERPINB1	3	3855
MBD1	3	3856
ELAVL3	3	3857
MEGF8	3	3858
SCN5A	3	3859
APBA1	3	3860
HPCA	3	3861
APOF	3	3862
ATOH1	3	3863
BIRC3	3	3864
ARHGAP1	3	3865
ASS1	3	3866
APLP1	3	3867
ASAH1	3	3868
BMP15	3	3869
APEX1	3	3870
FMO1	3	3871
FGA	3	3872
ALOX15B	3	3873
ALX3	3	3874
FGB	3	3875
NEBL	3	3876
CRYBG1	3	3877
FOXC1	3	3878
ALDH7A1	3	3879
ADAM3A	3	3880
DAPK1	3	3881
DAZ1	3	3882
AKR1C2	3	3883
DAPK3	3	3884
DBN1	3	3885
ATP5F1B	3	3886
CYP8B1	3	3887
DAB2	3	3888
CYB5A	3	3889
CYP3A7	3	3890
CYP4A11	3	3891
B4GALNT1	3	3892
GALNT1	3	3893
GABPA	3	3894
IFI6	3	3895
GABRA3	3	3896
GABRA5	3	3897
GATM	3	3898
GALNT3	3	3899
FUT7	3	3900
GABRE	3	3901
DHX15	3	3902
DLG3	3	3903
DPEP1	3	3904
DOCK1	3	3905
DYNC1H1	3	3906
BCS1L	3	3907
BAG1	3	3908
C4B	3	3909
BCL7A	3	3910
SLC26A3	3	3911
TRDMT1	3	3912
FABP7	3	3913
FBLN2	3	3914
FBN1	3	3915
FCN1	3	3916
FER	3	3917
ACSL3	3	3918
FCER1G	3	3919
GSTT1	3	3920
E2F2	3	3921
GGT7	3	3922
GCKR	3	3923
BUB1B	3	3924
ELF2	3	3925
MIR145	3	3926
ELF5	3	3927
E2F5	3	3928
EFNA2	3	3929
EMP1	3	3930
S1PR3	3	3931
B4GALT1	3	3932
ECT2	3	3933
HEXB	3	3934
NPAS3	3	3935
ELF1	3	3936
TOR1A	3	3937
GRIK4	3	3938
EN2	3	3939
GYPB	3	3940
GUCY1A1	3	3941
GYG1	3	3942
GNAL	3	3943
GCDH	3	3944
GNB1	3	3945
GNS	3	3946
ABCA3	3	3947
GPM6B	3	3948
GPC1	3	3949
AATK	3	3950
ACADSB	3	3951
ETV2	3	3952
GP1BB	3	3953
ERCC5	3	3954
GPR32	3	3955
ETFA	3	3956
GP9	3	3957
EPHB3	3	3958
MCM3	3	3959
FOXE3	3	3960
FMOD	3	3961
MAP3K3	3	3962
MAP3K1	3	3963
PSPN	3	3964
LGMN	3	3965
PRSS3	3	3966
PRM1	3	3967
HOXD3	3	3968
PSMB9	3	3969
PSMD9	3	3970
KLK6	3	3971
IGHA2	3	3972
IGHM	3	3973
IL11RA	3	3974
RAPSN	3	3975
IFNAR2	3	3976
RAP1GAP	3	3977
HYAL1	3	3978
PTPRO	3	3979
IARS1	3	3980
RAD1	3	3981
RANGAP1	3	3982
IGFBP7	3	3983
IGHE	3	3984
AFDN	3	3985
MMP16	3	3986
MAGEA11	3	3987
GPX3	3	3988
GPR15	3	3989
MT-TT	3	3990
PRPF31	3	3991
GPR27	3	3992
ARHGAP29	3	3993
MT-TV	3	3994
MID1	3	3995
NTF4	3	3996
IFI35	3	3997
HPR	3	3998
PTBP1	3	3999
SRL	3	4000
TRIO	3	4001
HLA-DOA	3	4002
GSTA1	3	4003
HLA-DOB	3	4004
AFM	3	4005
IGKC	3	4006
INPP5A	3	4007
STT3A	3	4008
THBS2	3	4009
TERF2	3	4010
IMPDH2	3	4011
LEFTY2	3	4012
TECTA	3	4013
TERF1	3	4014
IL12RB1	3	4015
ITIH3	3	4016
THRSP	3	4017
RBP1	3	4018
RGL2	3	4019
RASGRF1	3	4020
ALDH6A1	3	4021
GDF6	3	4022
TSPAN8	3	4023
GDF3	3	4024
RAC2	3	4025
ITPR2	3	4026
RAB1A	3	4027
TIMP4	3	4028
TK1	3	4029
RBP2	3	4030
RAD23B	3	4031
REV3L	3	4032
MST1R	3	4033
RIT2	3	4034
RGS1	3	4035
ACSL6	3	4036
TNNI1	3	4037
MSI1	3	4038
TNNI2	3	4039
MT1E	3	4040
RFNG	3	4041
ND6	3	4042
NDUFA3	3	4043
NDUFA2	3	4044
KCNN3	3	4045
RPS6KA3	3	4046
RPL36A	3	4047
NEFM	3	4048
NDUFA7	3	4049
RPL26	3	4050
NDUFS4	3	4051
NEK1	3	4052
NAGA	3	4053
NDUFA4	3	4054
NEFH	3	4055
APOC4	3	4056
LMX1A	3	4057
CTF1	3	4058
LRPAP1	3	4059
LBR	3	4060
MYL9	3	4061
ITGB5	3	4062
CLDN8	3	4063
NME2	3	4064
CLDN10	3	4065
STAG1	3	4066
BCAM	3	4067
SF3A1	3	4068
PSTPIP1	3	4069
CLDN9	3	4070
BRSK2	3	4071
CLDN2	3	4072
CNTN6	3	4073
CIDEB	3	4074
CREM	3	4075
XCL2	3	4076
FUCA2	3	4077
HNRNPA2B1	3	4078
HNRNPA1	3	4079
