# gene	views	view_rank
CACNG3	1	6657
IRF9	1	6658
S100A1	1	6659
CITED2	1	6660
WTAP	1	6661
PIGC	1	6662
PIGH	1	6663
ENTPD4	1	6664
PIK3C2B	1	6665
SERPINB8	1	6666
SETD1B	1	6667
PIK3C2G	1	6668
KPNA5	1	6669
RBM39	1	6670
SOX13	1	6671
NCOA6	1	6672
KIFC3	1	6673
NFE2L3	1	6674
KIR2DS4	1	6675
KIF20B	1	6676
USP33	1	6677
KLC1	1	6678
FNBP1	1	6679
KIR2DS1	1	6680
ZC3H13	1	6681
PDZD2	1	6682
P2RX5	1	6683
SLC6A5	1	6684
HGS	1	6685
NEMF	1	6686
GRAP2	1	6687
TMSB10	1	6688
GPR143	1	6689
LPXN	1	6690
CUL5	1	6691
OMG	1	6692
PCSK7	1	6693
CCNB2	1	6694
NEURL1	1	6695
MYOM2	1	6696
COX7A2L	1	6697
KCNAB3	1	6698
SMPD2	1	6699
SNAPC4	1	6700
SNAPC1	1	6701
MED23	1	6702
BCLAF1	1	6703
GPR50	1	6704
PEX16	1	6705
ECEL1	1	6706
NOLC1	1	6707
SNRPE	1	6708
FSCN1	1	6709
AP4M1	1	6710
MAGI1	1	6711
RAPGEF5	1	6712
SNRPA	1	6713
SNRPC	1	6714
TMPRSS11D	1	6715
ZBTB17	1	6716
KCNN1	1	6717
MTA1	1	6718
PFN2	1	6719
USP10	1	6720
KCNS1	1	6721
CIR1	1	6722
KCNH1	1	6723
ATP6V1G1	1	6724
KIF5B	1	6725
CHD1L	1	6726
APBA3	1	6727
KCNF1	1	6728
GABBR2	1	6729
KCNJ6	1	6730
SERPINE2	1	6731
KCNMB1	1	6732
PHF1	1	6733
MRPL33	1	6734
KCNJ13	1	6735
USP14	1	6736
MINPP1	1	6737
DLG5	1	6738
MYO1C	1	6739
MYH8	1	6740
LHB	1	6741
MYO1E	1	6742
NFATC3	1	6743
NEU2	1	6744
SCN2B	1	6745
NEUROD2	1	6746
TONSL	1	6747
NFKBIL1	1	6748
MSC	1	6749
SMARCC2	1	6750
NFKBIB	1	6751
PPRC1	1	6752
SALL1	1	6753
PDE4DIP	1	6754
SERPINB3	1	6755
IQCB1	1	6756
ZNF16	1	6757
NUP155	1	6758
MYCBP2	1	6759
ZNF24	1	6760
MICAL2	1	6761
UBE3C	1	6762
SH3PXD2A	1	6763
SARS1	1	6764
ERP44	1	6765
ZNF37A	1	6766
ZNF592	1	6767
MZF1	1	6768
CELSR1	1	6769
SBF1	1	6770
MAPK12	1	6771
DEPDC5	1	6772
ARHGEF10	1	6773
SAFB	1	6774
NUP93	1	6775
SERPINB4	1	6776
ARHGAP26	1	6777
ATXN8OS	1	6778
RPL23A	1	6779
RPL18	1	6780
PCGF2	1	6781
HLTF	1	6782
ROBO2	1	6783
ZNF146	1	6784
RPL21	1	6785
PCDHA9	1	6786
RPL3	1	6787
SART3	1	6788
NPY5R	1	6789
ZNF536	1	6790
RPL15	1	6791
DCAF1	1	6792
TRIM25	1	6793
RPL11	1	6794
KLRC4	1	6795
UBE2E1	1	6796
FARP1	1	6797
RASA4	1	6798
LHFPL2	1	6799
H4C9	1	6800
PUDP	1	6801
SERF2	1	6802
PDZK1IP1	1	6803
UBE2D3	1	6804
SORBS3	1	6805
RBM7	1	6806
ZRSR2P1	1	6807
TTPA	1	6808
UBE2V2	1	6809
CHST4	1	6810
AKAP17A	1	6811
ACOX3	1	6812
F8A1	1	6813
UBA52	1	6814
DDX39A	1	6815
UBE2G2	1	6816
LHFPL6	1	6817
UBE2N	1	6818
CYTH2	1	6819
PLA2G5	1	6820
SPTLC1	1	6821
SLU7	1	6822
IRX5	1	6823
PARN	1	6824
CBX5	1	6825
DENND4A	1	6826
MAPK8IP3	1	6827
SLC35A1	1	6828
PLAGL1	1	6829
RIMBP2	1	6830
PLCB4	1	6831
PABPC3	1	6832
CEP68	1	6833
TBC1D9	1	6834
CES3	1	6835
PES1	1	6836
ETHE1	1	6837
AKAP3	1	6838
MACF1	1	6839
P2RY11	1	6840
RPP38	1	6841
AGPAT1	1	6842
TMEM131	1	6843
ARFGEF2	1	6844
EXOSC10	1	6845
PLXNB3	1	6846
METAP1	1	6847
AKAP8	1	6848
PLXNA2	1	6849
CDC42EP3	1	6850
ARID3B	1	6851
MXD4	1	6852
SEPTIN6	1	6853
ACSBG1	1	6854
DRAP1	1	6855
PMPCA	1	6856
DIP2A	1	6857
PMM2	1	6858
PAX4	1	6859
SMC2	1	6860
PCMT1	1	6861
PMM1	1	6862
SEPTIN8	1	6863
FAM120A	1	6864
USP16	1	6865
PCK2	1	6866
CCT4	1	6867
ARHGAP44	1	6868
NCAPD2	1	6869
PHLPP1	1	6870
PDE4C	1	6871
PPIP5K2	1	6872
POLR2G	1	6873
MINAR1	1	6874
XPO6	1	6875
ARNT2	1	6876
POLR2E	1	6877
PDE1C	1	6878
PDE6A	1	6879
PDE8A	1	6880
PDE6D	1	6881
PDCD2	1	6882
POLR2B	1	6883
MCF2L	1	6884
RNF10	1	6885
H4C5	1	6886
H2BC17	1	6887
VAMP4	1	6888
SIN3B	1	6889
GRHPR	1	6890
CIAO1	1	6891
H3C8	1	6892
CLUH	1	6893
EIF4G3	1	6894
EIF3A	1	6895
H4C8	1	6896
RAB31	1	6897
H3C6	1	6898
PEA15	1	6899
H4C6	1	6900
HIST1H3B	1	6901
H4C12	1	6902
KIAA1107	1	6903
HIST1H3C	1	6904
RECQL5	1	6905
H4C1	1	6906
H4C3	1	6907
TRIP13	1	6908
ATP6V1F	1	6909
TIMM44	1	6910
FAM3C	1	6911
SOCS6	1	6912
DMTF1	1	6913
COPS2	1	6914
PRKRA	1	6915
POP1	1	6916
S1PR2	1	6917
PLPP1	1	6918
C11orf58	1	6919
KCNB2	1	6920
SPIN1	1	6921
HMGN3	1	6922
TCEAL1	1	6923
PPP4R1	1	6924
KHSRP	1	6925
BTG3	1	6926
FGFBP1	1	6927
PIP4K2B	1	6928
CDC23	1	6929
APPBP2	1	6930
SYNE1	1	6931
KRT37	1	6932
NUP160	1	6933
UTF1	1	6934
COMMD9	1	6935
TAGLN2	1	6936
DNAJC13	1	6937
SCG3	1	6938
SOX14	1	6939
PIP5K1B	1	6940
UBR2	1	6941
S1PR4	1	6942
KIAA0930	1	6943
EIF3M	1	6944
CREB3	1	6945
USP22	1	6946
IP6K1	1	6947
SLC5A3	1	6948
UGT1A	1	6949
SIX1	1	6950
UQCRC1	1	6951
RIMS3	1	6952
SGCG	1	6953
SLC1A1	1	6954
SLC4A3	1	6955
FZD4	1	6956
DHX38	1	6957
UGT2B15	1	6958
USF2	1	6959
USP4	1	6960
SKIV2L	1	6961
SKP1	1	6962
ST3GAL4	1	6963
SH3BGRL	1	6964
UGT2B17	1	6965
RNF40	1	6966
SGTA	1	6967
UFD1	1	6968
ST8SIA1	1	6969
MED14	1	6970
CDIPT	1	6971
POLR2L	1	6972
POU4F2	1	6973
GPR37L1	1	6974
TCERG1	1	6975
USP15	1	6976
POLR2K	1	6977
POLR2J	1	6978
PON3	1	6979
SLC16A8	1	6980
ACAP2	1	6981
TAAR3P	1	6982
MAGED2	1	6983
ARHGAP45	1	6984
WDR1	1	6985
PDE1B	1	6986
PIK3R5	1	6987
HS3ST2	1	6988
MORC3	1	6989
SCAMP1	1	6990
TGOLN2	1	6991
SPON2	1	6992
LRRN2	1	6993
EIF4H	1	6994
WNT2	1	6995
LYPLA1	1	6996
TXNDC9	1	6997
POLR3C	1	6998
ARIH2	1	6999
OLFM1	1	7000
WEE1	1	7001
ADAMTS3	1	7002
NUAK1	1	7003
TIMM17A	1	7004
POLR3F	1	7005
TECR	1	7006
PRMT3	1	7007
TRIM3	1	7008
PPM1B	1	7009
P3H4	1	7010
MCRS1	1	7011
TMEM59	1	7012
LAT2	1	7013
IFI30	1	7014
ATP5MG	1	7015
TESK2	1	7016
CFDP1	1	7017
POM121	1	7018
IPO7	1	7019
TOPORS	1	7020
SGCA	1	7021
DDX46	1	7022
EMG1	1	7023
RNASEH2A	1	7024
SLC4A8	1	7025
ST6GALNAC2	1	7026
PPP2R5B	1	7027
ARHGEF12	1	7028
DOC2A	1	7029
OLA1	1	7030
DYRK3	1	7031
UBR4	1	7032
NCAPH2	1	7033
WNT7B	1	7034
PPP1R2	1	7035
LBX1	1	7036
SUN1	1	7037
PPP2R2C	1	7038
BRD7	1	7039
PPP1R3C	1	7040
ZNF629	1	7041
TMOD4	1	7042
PACSIN3	1	7043
XPNPEP2	1	7044
PPP2CB	1	7045
XPNPEP1	1	7046
KHDRBS3	1	7047
PUM2	1	7048
YKT6	1	7049
RACGAP1	1	7050
DHX16	1	7051
PPP2R5A	1	7052
CRTC1	1	7053
PPP1R7	1	7054
PPP3CB	1	7055
UQCR10	1	7056
SLC7A8	1	7057
SRRM1	1	7058
LRRC17	1	7059
SLC9A5	1	7060
SF3B3	1	7061
RYBP	1	7062
HNRNPR	1	7063
SLC20A2	1	7064
DCAF7	1	7065
PLIN3	1	7066
SLCO2A1	1	7067
TDRD7	1	7068
HARS2	1	7069
SLC6A8	1	7070
SLC7A1	1	7071
KCNMB2	1	7072
TOMM70	1	7073
STX6	1	7074
UBE2C	1	7075
ARHGAP8	1	7076
PLK2	1	7077
MAP3K2	1	7078
ZMYND11	1	7079
DEPP1	1	7080
TARBP2	1	7081
PRKAR1B	1	7082
ARPP21	1	7083
TOPBP1	1	7084
STAG2	1	7085
GSPT2	1	7086
ZNF226	1	7087
KCNE4	1	7088
ADRM1	1	7089
TAF4	1	7090
WWP2	1	7091
KIF1C	1	7092
FKBP8	1	7093
OSBP2	1	7094
CADM1	1	7095
NUDT21	1	7096
SOX30	1	7097
ZNF266	1	7098
BCL2L13	1	7099
ZNF217	1	7100
BVES	1	7101
B3GALNT1	1	7102
KIF3A	1	7103
MALL	1	7104
MAPKAPK3	1	7105
CAPN10	1	7106
KCNAB1	1	7107
ZWINT	1	7108
GCA	1	7109
SERPINB7	1	7110
EDF1	1	7111
LSM6	1	7112
B4GALT2	1	7113
DDX39B	1	7114
PTPRU	1	7115
DPP3	1	7116
URI1	1	7117
CDC37	1	7118
PTP4A3	1	7119
TECTB	1	7120
NOL4	1	7121
SNUPN	1	7122
CERT1	1	7123
NELFE	1	7124
ERP29	1	7125
USO1	1	7126
INSL5	1	7127
RAB9A	1	7128
H2AC13	1	7129
PPT2	1	7130
TXNL1	1	7131
COPS5	1	7132
CCNI	1	7133
PSMG1	1	7134
PTCH2	1	7135
ITGBL1	1	7136
IMMT	1	7137
RPL23	1	7138
PLAA	1	7139
H2AC6	1	7140
KCNK5	1	7141
DCHS1	1	7142
SRA1	1	7143
VAMP3	1	7144
ABI1	1	7145
LAMTOR3	1	7146
SULT1E1	1	7147
GAPVD1	1	7148
ALMS1	1	7149
TAF2	1	7150
LPAR3	1	7151
MAP3K12	1	7152
CHTOP	1	7153
KDELR2	1	7154
TACC1	1	7155
RSL1D1	1	7156
STX3	1	7157
STX1A	1	7158
ELOC	1	7159
KLF11	1	7160
CCDC85B	1	7161
SLC30A1	1	7162
HSPA13	1	7163
LILRA1	1	7164
SLC30A4	1	7165
GLIPR1	1	7166
STXBP3	1	7167
LILRA2	1	7168
CUL2	1	7169
ZBTB20	1	7170
ST14	1	7171
TMEM251	1	7172
NABP1	1	7173
YTHDC2	1	7174
STX12	1	7175
KLC2	1	7176
OR2F1	1	7177
RABGAP1	1	7178
FBXO2	1	7179
OR1C1	1	7180
SNHG1	1	7181
PSIP1	1	7182
SH3BP4	1	7183
OR2B6	1	7184
SSBP3	1	7185
POLA2	1	7186
LIN7A	1	7187
SAP30	1	7188
SSR4	1	7189
PRB4	1	7190
PPP3R1	1	7191
LARS2	1	7192
SLC12A7	1	7193
PRH2	1	7194
GNL2	1	7195
PRB1	1	7196
GPSM2	1	7197
WNT11	1	7198
PRB3	1	7199
PPP5C	1	7200
PRKAA2	1	7201
CPSF1	1	7202
PPP3CC	1	7203
USP39	1	7204
MAFK	1	7205
CLDN14	1	7206
GPAA1	1	7207
MTMR1	1	7208
FZD3	1	7209
TRGV9	1	7210
OR4E2	1	7211
PIGN	1	7212
ARL4A	1	7213
ERLIN2	1	7214
DNPEP	1	7215
MYH13	1	7216
ADAM15	1	7217
ZNF346	1	7218
TNFRSF6B	1	7219
WBP2	1	7220
STAM	1	7221
NAPG	1	7222
GLRA3	1	7223
CDC42EP4	1	7224
NUP214	1	7225
KIF20A	1	7226
SACS	1	7227
GPBP1	1	7228
MRPL1	1	7229
BAZ2A	1	7230
SEC23IP	1	7231
PTTG3P	1	7232
NDRG4	1	7233
LZTS1	1	7234
COMMD4	1	7235
WIF1	1	7236
SEMA4C	1	7237
KLK8	1	7238
KCNG2	1	7239
OR2K2	1	7240
MKS1	1	7241
CYP2W1	1	7242
PDPR	1	7243
BPNT2	1	7244
PTENP1	1	7245
PLA2G2D	1	7246
CENPH	1	7247
FBXW8	1	7248
FBXO4	1	7249
OXR1	1	7250
CCDC40	1	7251
RAPH1	1	7252
NOL8	1	7253
ACOT9	1	7254
SIGLEC5	1	7255
SSX5	1	7256
ITPRID2	1	7257
SRP9	1	7258
PDSS1	1	7259
SSX1	1	7260
DAPK2	1	7261
TSSK2	1	7262
ZMYND8	1	7263
AKAP9	1	7264
SUGP2	1	7265
PATZ1	1	7266
CELA3A	1	7267
SS18	1	7268
RMND5B	1	7269
KERA	1	7270
ABCB6	1	7271
TCEA1	1	7272
CIZ1	1	7273
PTPN21	1	7274
KRR1	1	7275
PRSS23	1	7276
C22orf31	1	7277
RPP14	1	7278
ZNF318	1	7279
SMC4	1	7280
FSCN2	1	7281
TBX6	1	7282
SAE1	1	7283
TAF9	1	7284
SHC2	1	7285
NCKAP1	1	7286
TROAP	1	7287
SOBP	1	7288
SULT2B1	1	7289
ELP3	1	7290
THAP1	1	7291
SLFN12	1	7292
GEMIN8	1	7293
TRIM68	1	7294
ARGLU1	1	7295
SAR1B	1	7296
TMEM109	1	7297
THOC2	1	7298
KLK5	1	7299
SECISBP2	1	7300
FBXL2	1	7301
CYP4F8	1	7302
ATXN10	1	7303
LSM4	1	7304
ASPSCR1	1	7305
SLCO2B1	1	7306
VPS45	1	7307
IER3IP1	1	7308
ZMIZ1	1	7309
ZDHHC9	1	7310
TPSG1	1	7311
ACTL7A	1	7312
MAP3K7CL	1	7313
DUSP22	1	7314
C1QL1	1	7315
STARD10	1	7316
CPLX1	1	7317
RUVBL2	1	7318
USP19	1	7319
TUBGCP2	1	7320
FAM114A2	1	7321
CFHR3	1	7322
PPP2R3C	1	7323
SMCO4	1	7324
CYP46A1	1	7325
NBEAL1	1	7326
HSPH1	1	7327
PNO1	1	7328
PINX1	1	7329
WRNIP1	1	7330
NOL6	1	7331
PAK1IP1	1	7332
MARCKSL1	1	7333
SDCCAG8	1	7334
LRRC61	1	7335
SACM1L	1	7336
TRAK1	1	7337
C11orf49	1	7338
UBOX5	1	7339
MAPKAP1	1	7340
LY6G6E	1	7341
SBNO2	1	7342
ASF1A	1	7343
RPH3A	1	7344
MXRA5	1	7345
BRMS1	1	7346
COG4	1	7347
ZNF365	1	7348
PLSCR3	1	7349
GPR83	1	7350
BRD8	1	7351
TXNL4A	1	7352
RUNDC3A	1	7353
LYNX1	1	7354
CYP4F12	1	7355
LHX9	1	7356
CEACAM19	1	7357
EMSY	1	7358
DHRS4	1	7359
CCNL1	1	7360
ECSIT	1	7361
XAB2	1	7362
CD320	1	7363
CPSF4	1	7364
CHID1	1	7365
METRN	1	7366
TRAK2	1	7367
MORC1	1	7368
IWS1	1	7369
SNX5	1	7370
STK19	1	7371
TRMU	1	7372
SNRNP200	1	7373
DKK4	1	7374
INPP5J	1	7375
CCDC88A	1	7376
KSR1	1	7377
NDC1	1	7378
TAX1BP3	1	7379
TSC22D1	1	7380
CLDN20	1	7381
PDE7B	1	7382
SMARCAL1	1	7383
SYNJ2	1	7384
SDCBP2	1	7385
PIK3R4	1	7386
TMEM127	1	7387
MRPS7	1	7388
KLF8	1	7389
ACTL6B	1	7390
POP5	1	7391
CDC14A	1	7392
BLZF1	1	7393
CGGBP1	1	7394
FILIP1L	1	7395
ZMYND10	1	7396
CHMP1B	1	7397
XPOT	1	7398
ANGPT4	1	7399
SEPSECS	1	7400
NDUFA13	1	7401
POMP	1	7402
CHST15	1	7403
SYNRG	1	7404
TNNI3K	1	7405
DSE	1	7406
OLFML2B	1	7407
RTTN	1	7408
C1orf35	1	7409
AKR7A3	1	7410
RAB21	1	7411
MMP28	1	7412
CRELD2	1	7413
IFFO1	1	7414
CNOT10	1	7415
AHCTF1	1	7416
INTS7	1	7417
NINL	1	7418
CEP55	1	7419
TTC39A	1	7420
MAPRE3	1	7421
SPEN	1	7422
ACIN1	1	7423
NRBF2	1	7424
TNPO2	1	7425
MACO1	1	7426
TMLHE	1	7427
RESF1	1	7428
NOP53	1	7429
TMEM33	1	7430
PRMT6	1	7431
SLC39A3	1	7432
NUDT11	1	7433
SH3KBP1	1	7434
PNMA8A	1	7435
NADSYN1	1	7436
NRBP1	1	7437
RMDN3	1	7438
ZNF532	1	7439
RNF220	1	7440
SOCS7	1	7441
BBS7	1	7442
ZNF608	1	7443
CHMP5	1	7444
HDAC7	1	7445
CWC15	1	7446
GTSE1	1	7447
RTF2	1	7448
H3C7	1	7449
RTL8C	1	7450
PLOD3	1	7451
SKAP2	1	7452
PPHLN1	1	7453
TMC6	1	7454
CXXC5	1	7455
UFC1	1	7456
GABARAPL2	1	7457
STK38	1	7458
H2AJ	1	7459
ACOT7	1	7460
DDX42	1	7461
ATP6V0E1	1	7462
H1-10	1	7463
RANBP3	1	7464
NOSIP	1	7465
CAMK1D	1	7466
CA5B	1	7467
ENC1	1	7468
GOLT1B	1	7469
EPPIN	1	7470
PRLH	1	7471
GASK1B	1	7472
CELA2B	1	7473
PIK3R3	1	7474
HAT1	1	7475
ENTPD7	1	7476
NME8	1	7477
VPS36	1	7478
RNF24	1	7479
NUP107	1	7480
ITGA10	1	7481
DGKD	1	7482
FZR1	1	7483
ZHX1	1	7484
RPL35	1	7485
RPS27L	1	7486
PLSCR4	1	7487
PPFIA1	1	7488
CLDN17	1	7489
RNF139	1	7490
ZNF117	1	7491
REXO4	1	7492
AHSP	1	7493
AGTRAP	1	7494
PHF21A	1	7495
GPR176	1	7496
EDEM2	1	7497
CCAR1	1	7498
CSDC2	1	7499
GPR162	1	7500
SERP1	1	7501
ARFGAP1	1	7502
NSUN5	1	7503
COQ2	1	7504
AP1S2	1	7505
SIT1	1	7506
RNF115	1	7507
PCDH17	1	7508
MCM3AP	1	7509
MMADHC	1	7510
MTMR2	1	7511
WDR11	1	7512
FILIP1	1	7513
CACNA1H	1	7514
CDK5RAP2	1	7515
SNURF	1	7516
PRPF4B	1	7517
ENDOU	1	7518
HERC3	1	7519
SNTG1	1	7520
OTUD6B	1	7521
ANKRD26	1	7522
SCYL1	1	7523
MARCHF5	1	7524
ARL15	1	7525
LZTFL1	1	7526
SLC38A2	1	7527
LRRN3	1	7528
GNG2	1	7529
MORC2	1	7530
CBX8	1	7531
SNTG2	1	7532
UNC93A	1	7533
TTC7A	1	7534
RAB22A	1	7535
GPR85	1	7536
ERGIC3	1	7537
RHOJ	1	7538
P4HTM	1	7539
INPP5F	1	7540
MINDY2	1	7541
GDAP1	1	7542
CYP20A1	1	7543
CYTL1	1	7544
AS3MT	1	7545
PCSK4	1	7546
TRIB2	1	7547
FBXW5	1	7548
ZNF853	1	7549
GBGT1	1	7550
FAM20A	1	7551
GAR1	1	7552
SSH1	1	7553
WDR37	1	7554
GRAMD1C	1	7555
DNAH1	1	7556
NLE1	1	7557
MRPL42	1	7558
WDR18	1	7559
NDRG2	1	7560
BTG4	1	7561
PNISR	1	7562
XAF1	1	7563
RNF216	1	7564
ZRANB1	1	7565
RGCC	1	7566
MPHOSPH8	1	7567
MRPS28	1	7568
ATP6V1H	1	7569
PHLDA1	1	7570
TAOK1	1	7571
SEMA6A	1	7572
STAMBPL1	1	7573
LSR	1	7574
DISP3	1	7575
NOX5	1	7576
KLHL8	1	7577
PCDH10	1	7578
SULT1B1	1	7579
HAUS3	1	7580
HSPA4L	1	7581
DOCK6	1	7582
RAB6B	1	7583
MTMR12	1	7584
SYT13	1	7585
LRRC7	1	7586
DLGAP4	1	7587
PUF60	1	7588
UGT1A7	1	7589
RND1	1	7590
BCL2L14	1	7591
UGT1A8	1	7592
ERCC6L	1	7593
COPG2	1	7594
ZNF280D	1	7595
ADA2	1	7596
COQ3	1	7597
CAAP1	1	7598
SUV39H2	1	7599
HBP1	1	7600
AHI1	1	7601
COLGALT1	1	7602
INPP5K	1	7603
SEC22A	1	7604
BAALC	1	7605
CLIP4	1	7606
RAB8B	1	7607
KDM3B	1	7608
NPHP3	1	7609
SPA17	1	7610
BCAS3	1	7611
PLBD1	1	7612
GPR160	1	7613
PHAX	1	7614
TRIT1	1	7615
PYROXD1	1	7616
TUBA8	1	7617
APOL6	1	7618
VPS28	1	7619
DUSP16	1	7620
VASH2	1	7621
CLPTM1L	1	7622
KCNH6	1	7623
ZNF436	1	7624
TEX10	1	7625
HCN3	1	7626
PGBD5	1	7627
PLEKHA4	1	7628
MPIG6B	1	7629
MYH7B	1	7630
WNT5B	1	7631
UVSSA	1	7632
CHPF	1	7633
TTC21B	1	7634
FAM118B	1	7635
COL20A1	1	7636
ALKBH5	1	7637
CALCOCO1	1	7638
STARD5	1	7639
SLC2A10	1	7640
THAP7	1	7641
NKAP	1	7642
AKNA	1	7643
TTYH3	1	7644
TOR2A	1	7645
CDK5RAP1	1	7646
UTP20	1	7647
POLM	1	7648
RRP15	1	7649
TMED5	1	7650
GINS2	1	7651
KCNMB4	1	7652
EXOSC3	1	7653
UIMC1	1	7654
MCAT	1	7655
STYXL1	1	7656
CMPK1	1	7657
ASCC1	1	7658
ACSL5	1	7659
PPIL1	1	7660
RASD1	1	7661
RNF122	1	7662
LSM7	1	7663
TASP1	1	7664
HEBP1	1	7665
SLC35C2	1	7666
POLL	1	7667
SLCO4A1	1	7668
ARID4B	1	7669
PCLO	1	7670
GON4L	1	7671
EPS8L1	1	7672
UQCRQ	1	7673
ADM2	1	7674
SNIP1	1	7675
QRICH1	1	7676
APTX	1	7677
ASB13	1	7678
LYPD3	1	7679
STAU2	1	7680
FBXO31	1	7681
TSPAN13	1	7682
OR2D2	1	7683
DOCK5	1	7684
MAK16	1	7685
PRR29	1	7686
FAT3	1	7687
DBX1	1	7688
JAML	1	7689
H3C14	1	7690
GPR157	1	7691
PARD6B	1	7692
CEACAM21	1	7693
FRMD7	1	7694
PANK2	1	7695
NLRP7	1	7696
PHC3	1	7697
LRRIQ3	1	7698
ACSF3	1	7699
NXPE2	1	7700
HJURP	1	7701
BSCL2	1	7702
TIMM13	1	7703
LAPTM4B	1	7704
PI4K2B	1	7705
SLC39A9	1	7706
ZGRF1	1	7707
SIRPG	1	7708
PCOLCE2	1	7709
LARP6	1	7710
PNPLA8	1	7711
RAI14	1	7712
RGS17	1	7713
LATS2	1	7714
TIMM10	1	7715
ATP6V0A4	1	7716
PIDD1	1	7717
CHST11	1	7718
RPS6KA6	1	7719
TAS2R8	1	7720
MIOX	1	7721
PARD6A	1	7722
OTUB1	1	7723
DHRS7	1	7724
OTUD5	1	7725
TAS2R7	1	7726
AP1AR	1	7727
OR7C2	1	7728
CHST12	1	7729
TAS2R14	1	7730
VEZT	1	7731
STAP2	1	7732
SLC30A10	1	7733
OR7A5	1	7734
RTRAF	1	7735
PCDH11X	1	7736
STMN3	1	7737
DDX43	1	7738
KLK15	1	7739
CDV3	1	7740
PLXNA3	1	7741
HES6	1	7742
CHRNA9	1	7743
DOCK10	1	7744
MMP26	1	7745
SCGB3A1	1	7746
CLDND1	1	7747
DNAJC12	1	7748
ADAMTS10	1	7749
MTG1	1	7750
LRRC8A	1	7751
WDR76	1	7752
POF1B	1	7753
PPAN	1	7754
JPH1	1	7755
SLC7A10	1	7756
OR2B2	1	7757
PRMT8	1	7758
ZNF300	1	7759
POLE4	1	7760
CPED1	1	7761
FAM32A	1	7762
UPF2	1	7763
HIGD1A	1	7764
HEYL	1	7765
AGPAT5	1	7766
MIS18BP1	1	7767
GRAMD1B	1	7768
WDR44	1	7769
GORASP2	1	7770
BABAM1	1	7771
PRR12	1	7772
CNOT6	1	7773
MRPL13	1	7774
MTRF1L	1	7775
NSMF	1	7776
NUPR1	1	7777
TMX3	1	7778
OR4C15	1	7779
ARHGAP24	1	7780
PHF6	1	7781
NOA1	1	7782
BET1L	1	7783
KAZALD1	1	7784
RAB1B	1	7785
MXD3	1	7786
RFT1	1	7787
ADPGK	1	7788
PRXL2A	1	7789
RAB33B	1	7790
CABLES2	1	7791
TSPAN14	1	7792
SF3B5	1	7793
SLC25A31	1	7794
PMFBP1	1	7795
ITM2C	1	7796
SUSD2	1	7797
CDCA3	1	7798
NUF2	1	7799
NEK9	1	7800
FAHD1	1	7801
DDX59	1	7802
RNF135	1	7803
SLFN11	1	7804
MTFR1L	1	7805
DRC3	1	7806
GOLM1	1	7807
DNAL1	1	7808
CENPL	1	7809
ANKRD13C	1	7810
FASTKD1	1	7811
STEAP4	1	7812
HMBOX1	1	7813
CHMP6	1	7814
FAT4	1	7815
DYNC2H1	1	7816
SEMA4G	1	7817
SRD5A3	1	7818
SLC7A14	1	7819
CCDC181	1	7820
GALNT14	1	7821
GAL3ST4	1	7822
MOGAT2	1	7823
DENND1A	1	7824
MARK4	1	7825
SH3TC2	1	7826
GPN3	1	7827
S1PR5	1	7828
CKLF	1	7829
CFHR5	1	7830
PTOV1	1	7831
CLDN22	1	7832
HSD17B14	1	7833
DCSTAMP	1	7834
EFHC2	1	7835
PDGFD	1	7836
RNF34	1	7837
ITPKC	1	7838
LMAN2L	1	7839
CDHR5	1	7840
EDEM3	1	7841
LRRC3	1	7842
MBD3	1	7843
TEDC2	1	7844
IPO11	1	7845
FAM49A	1	7846
FBXO38	1	7847
ZDHHC2	1	7848
IL20RB	1	7849
ELL3	1	7850
ARMC9	1	7851
PWAR1	1	7852
XYLT1	1	7853
MIPOL1	1	7854
PCGEM1	1	7855
ADGRL4	1	7856
NPFFR1	1	7857
SAMSN1	1	7858
POPDC2	1	7859
PRDM15	1	7860
LHPP	1	7861
PERP	1	7862
DNASE2B	1	7863
LYRM7	1	7864
SENP2	1	7865
UBL5	1	7866
MMS19	1	7867
GNB4	1	7868
SEMA4A	1	7869
LRSAM1	1	7870
TOR3A	1	7871
SLFN13	1	7872
MICALL1	1	7873
SLC47A2	1	7874
CHMP4B	1	7875
TMEM18	1	7876
MYL7	1	7877
PDF	1	7878
C17orf50	1	7879
PLEKHA1	1	7880
DIS3L2	1	7881
JAM2	1	7882
GPR61	1	7883
ZGPAT	1	7884
CREBZF	1	7885
GPR174	1	7886
BDP1	1	7887
IL17RC	1	7888
TSPAN10	1	7889
TRIM55	1	7890
CMTM2	1	7891
SPATA7	1	7892
HES7	1	7893
WFDC1	1	7894
PTBP2	1	7895
RSPO3	1	7896
ATP5MK	1	7897
PSENEN	1	7898
ADGRG7	1	7899
USP38	1	7900
ZNF469	1	7901
TUBA1C	1	7902
RAB34	1	7903
EAPP	1	7904
CENPJ	1	7905
KLF16	1	7906
AFAP1L2	1	7907
AGBL4	1	7908
VPS11	1	7909
TRIM52	1	7910
MYO18B	1	7911
FIBCD1	1	7912
PSRC1	1	7913
HINT2	1	7914
KIZ	1	7915
BEX1	1	7916
HDAC8	1	7917
PCGF1	1	7918
GPRC5C	1	7919
FAM136A	1	7920
PBK	1	7921
DEFB103B	1	7922
DNAH14	1	7923
TUBA4B	1	7924
ZNF703	1	7925
DCP1A	1	7926
PTGES2	1	7927
NRIP2	1	7928
ZC3H12A	1	7929
C12orf60	1	7930
